VIP频道_xjvip,#genre#
快乐,mitv://45.92.126.18:9906/6260e2420001e45e172aec2a005c42e7
快乐,p2p://54.39.16.152:9906/6260e2420001e45e172aec2a005c42e7
香蕉台,mitv://ns2.hellotvvod.com:9906/609ff09f146f412295a5c023fa5f5791
jasmin_tv,http://195.154.185.179/xx_nuart_tv/index.m3u8
EvilAngel,http://212.18.115.193:3169/play/ftv/index.m3u8
Russkaya_Noch,http://46.174.83.66/Russkaya_Noch/video.m3u8
PinkoClub,http://93.152.174.144:4000/play/pinkotv/tracks-v1a1/index.m3u8
PinkoClub,http://93.152.174.144:4000/play/pinkotv/index.m3u8
PinkErotic1,http://54.36.123.36:8080/PinkErotic1/index.m3u8
PinkErotic2,http://54.36.123.36:8080/PinkErotic2/index.m3u8
PinkErotic3,http://54.36.123.36:8080/PinkErotic3/index.m3u8
PinkErotic3,http://195.154.185.179/xx_hot_tv/index.m3u8
PinkErotic4,http://54.36.123.36:8080/PinkErotic4/index.m3u8
PinkErotic4,http://195.154.185.179/xx_venus_tv/index.m3u8
PinkErotic5,http://54.36.123.36:8080/PinkErotic5/index.m3u8
PinkErotic6,http://54.36.123.36:8080/PinkErotic6/index.m3u8
PinkErotic7,http://54.36.123.36:8080/PinkErotic7/index.m3u8
PinkErotic8,http://54.36.123.36:8080/PinkErotic8/index.m3u8
ТНТHD,http://myott.tv/stream/S8JK2Q2BVB/135.m3u8
СТСHD,http://myott.tv/stream/S8JK2Q2BVB/138.m3u8
СТСLove,http://myott.tv/stream/S8JK2Q2BVB/183.m3u8
A3Bikini,https://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
Babestation24,http://sdn-global-live-streaming-packager-cache.3qsdn.com/9528/9528_264_live.m3u8
EropulsDE,https://api.alpaca.t62a.com/hls/9108/stream0.m3u8
EroxHD,http://94.229.250.73:8008/play/a002
MiamiTVJennyLive,https://59ec5453559f0.streamlock.net/JennyLive/JennyLive/playlist.m3u8
MiamiTVLatino,https://5ee7c2b857b7f.streamlock.net/latino/latino/playlist.m3u8
MiamiTVMéxico,https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexicoROKU/playlist.m3u8
MiamiTVJennyForYou,https://59ec5453559f0.streamlock.net/jennyforyou/jennyforyou/playlist.m3u8
RedlightHD,http://93.152.174.144:4000/play/privatetv1/index.m3u8
RedlightHD,http://109.200.130.123:7032/play/353
Visit-XTV,https://stream.visit-x.tv/vxtv/ngrp:live_all/playlist.m3u8
VividRedHD,http://109.200.130.123:7032/play/a00g
ShemaleTubeTVHD,https://www.ast.tv/stream/1/master.m3u8
ShemaleTubeTV2HD,https://www.ast.tv/stream/2/master.m3u8
MyCamTVAnal,http://live.mycamtv.com/anal.m3u8
MyCamTVArabGirls,http://live.mycamtv.com/arab.m3u8
MyCamTVAsianGirls,http://live.mycamtv.com/asian.m3u8
MyCamTVBigAssGirls,http://live.mycamtv.com/bigass.m3u8
MyCamTVBlondeGirls,http://live.mycamtv.com/blonde.m3u8
MyCamTVBlowjob,http://live.mycamtv.com/blowjob.m3u8
MyCamTVBrunetteGirls,http://live.mycamtv.com/brunette.m3u8
MyCamTVEbonyGirls,http://live.mycamtv.com/ebony.m3u8
MyCamTVGirlsSquirt,http://live.mycamtv.com/squirt.m3u8
MyCamTVLatinaGirls,http://live.mycamtv.com/latina.m3u8
MyCamTVMature,http://live.mycamtv.com/bigtits.m3u8
MyCamTVMediumGirls,http://live.mycamtv.com/medium.m3u8
MyCamTVMILF,http://live.mycamtv.com/milf.m3u8
MyCamTVSkinnyGirls,http://live.mycamtv.com/skinny.m3u8
MyCamTVTeenGirls,http://live.mycamtv.com/teen.m3u8
MyCamTVWhiteGirls,http://live.mycamtv.com/white.m3u8
MyCamTVYoungGirls,http://live.mycamtv.com/young.m3u8
Extasy4K,http://213.81.133.133:8080/extasy4k/index.m3u8
ExstasyHD,http://213.151.233.20:8000/dna-6233-tv-pc.m3u8
HustlerTV,http://78.83.191.18:8000/play/a078
Anal,http://live.redtraffic.xyz/anal.m3u8
Anal,http://cdn.adultiptv.net/anal.m3u8
Asian,http://live.redtraffic.xyz/asian.m3u8
Asian,http://cdn.adultiptv.net/asian.m3u8
BigAss,http://live.redtraffic.xyz/bigass.m3u8
BigAss,http://cdn.adultiptv.net/bigass.m3u8
BigAss,http://live.redtraffic.xyz:80/bigass.m3u8
BigDick,http://live.redtraffic.xyz/bigdick.m3u8
BigDick,http://cdn.adultiptv.net/bigdick.m3u8
BigDick,http://live.redtraffic.xyz:80/bigdick.m3u8
BigDick,http://live.redtraffic.xyz/bigdick.m3u8?fluxuslust.m3u8
BigTits,http://live.redtraffic.xyz/bigtits.m3u8
BigTits,http://cdn.adultiptv.net/bigtits.m3u8
BigTits,http://live.redtraffic.xyz:80/bigtits.m3u8
Blonde,http://live.redtraffic.xyz/blonde.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8?streamType=livеhls
Blowjob,http://live.redtraffic.xyz/blowjob.m3u8
Blowjob,http://cdn.adultiptv.net/blowjob.m3u8
Blowjob,http://live.redtraffic.xyz/blowjob.m3u8?fluxuslust.m3u8
Blowjob,http://live.redtraffic.xyz:80/blowjob.m3u8
Brunette,http://live.redtraffic.xyz/brunette.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Compilation,http://live.redtraffic.xyz/compilation.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Cuckold,http://live.redtraffic.xyz/cuckold.m3u8
Cuckold,http://cdn.adultiptv.net/cuckold.m3u8
Cuckold,http://live.redtraffic.xyz:80/cuckold.m3u8
Fetish,http://live.redtraffic.xyz/fetish.m3u8
Fetish,http://cdn.adultiptv.net/fetish.m3u8
Fetish,http://live.redtraffic.xyz:80/fetish.m3u8
Fetish,http://live.redtraffic.xyz/fetish.m3u8?fluxuslust.m3u8
Gangbang,http://live.redtraffic.xyz/gangbang.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
Gay,http://live.redtraffic.xyz/gay.m3u8
Gay,http://cdn.adultiptv.net/gay.m3u8
HardCore,http://live.redtraffic.xyz/hardcore.m3u8
HardCore,http://cdn.adultiptv.net/hardcore.m3u8
HardCore,http://live.redtraffic.xyz:80/hardcore.m3u8
Interracial,http://live.redtraffic.xyz/interracial.m3u8
Interracial,http://cdn.adultiptv.net/interracial.m3u8
Interracial,http://live.redtraffic.xyz:80/interracial.m3u8
Latina,http://live.redtraffic.xyz/latina.m3u8
Latina,http://cdn.adultiptv.net/latina.m3u8
Latina,http://live.redtraffic.xyz/latina.m3u8?fluxuslust.m3u8
Lesbian,http://live.redtraffic.xyz/lesbian.m3u8
Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
LiveCams,http://live.redtraffic.xyz/livecams.m3u8
LiveCams,http://cdn.adultiptv.net/livecams.m3u8
MILF,http://live.redtraffic.xyz/milf.m3u8
MILF,http://cdn.adultiptv.net/milf.m3u8
MILF,http://live.redtraffic.xyz:80/milf.m3u8
Pornstar,http://live.redtraffic.xyz/pornstar.m3u8
Pornstar,http://cdn.adultiptv.net/pornstar.m3u8
Pornstar,http://live.redtraffic.xyz:80/pornstar.m3u8
POV,http://live.redtraffic.xyz/pov.m3u8
POV,http://cdn.adultiptv.net/pov.m3u8
POV,http://live.redtraffic.xyz:80/pov.m3u8
POV,http://live.redtraffic.xyz/pov.m3u8?fluxuslust.m3u8
Rough,http://live.redtraffic.xyz/rough.m3u8
Rough,http://cdn.adultiptv.net/rough.m3u8
Russian,http://live.redtraffic.xyz/russian.m3u8
Russian,http://cdn.adultiptv.net/russian.m3u8
Russian,http://live.redtraffic.xyz:80/russian.m3u8
Teen,http://live.redtraffic.xyz/teen.m3u8
Teen,http://cdn.adultiptv.net/teen.m3u8
Teen,http://live.redtraffic.xyz:80/teen.m3u8
Threesome,http://live.redtraffic.xyz/threesome.m3u8
Threesome,http://cdn.adultiptv.net/threesome.m3u8
Threesome,http://live.redtraffic.xyz:80/threesome.m3u8



【麻豆映画】_xjvip,#genre#
龚菲菲,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/ddad30f8/index.m3u8
盼容,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/ed00ba64/index.m3u8
艾秋,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/9abe8198/index.m3u8
肉体情欲,https://t11.cdn2020.com:12336/video/m3u8/2021/09/23/d5650410/index.m3u8
青春盛宴-艾拉,https://t11.cdn2020.com:12336/video/m3u8/2021/09/23/93bbf141/index.m3u8
居酒屋醉酒女子,https://fc.imgscloud.com/g/fayesqfbeq/fayesqfbeq.m3u8
FSOG-006美乳姐姐浴缸激情-许木学长,https://w9n76.cdnedge.live/file/avple-images/hls/62c5a7d836c38433078a6954/playlist.m3u8
JDYP-021爆操台球女助教-吉吉,https://d862cp.cdnedge.live/file/avple-images/hls/62c5a72636c38433078a6952/playlist.m3u8
FSOG-005爆操醉酒女室友-许木学长,https://u89ey.cdnedge.live/file/avple-images/hls/62c5a76036c38433078a6953/playlist.m3u8
PMC-194淫荡小姨勾引姪子被操哭-吴茜茜,https://q2cyl7.cdnedge.live/file/avple-images/hls/62c5a6ad36c38433078a6951/playlist.m3u8
巨象娱乐05,https://zo392.cdnedge.live/file/avple-images/hls/62c5a63536c38433078a6950/playlist.m3u8
LAX-0063POV淘气的初体验-MiaKay,https://q2cyl7.cdnedge.live/file/avple-images/hls/62c5a54536c38433078a694f/playlist.m3u8
MCY-0036美团外卖员双飞姐妹花-沈娜娜、夏禹熙,https://8bb88.cdnedge.live/file/avple-images/hls/62c5a50a36c38433078a694e/playlist.m3u8
MKY-SL-004夏夜靡遗冰淇淋的助攻夏晴子,https://d862cp.cdnedge.live/file/avple-images/hls/62c5a49136c38433078a694d/playlist.m3u8
GDCM-018时间静止老公身旁爽操人妻-林洋,https://q2cyl7.cdnedge.live/file/avple-images/hls/62c596ee36c38433078a694b/playlist.m3u8
MDWP-0022淫行卫生间-林襄,https://u89ey.cdnedge.live/file/avple-images/hls/62c596ee36c38433078a694c/playlist.m3u8
MTVSQ1-EP4性爱自修室真伪难辨假高潮-艾秋,MTVSQ1-EP4性爱自修室真伪难辨假高潮-艾秋
JDYP-017女总裁上约啪求刺激-吉吉,https://w9n76.cdnedge.live/file/avple-images/hls/62c43a77366b240e3b67be28/playlist.m3u8
MKY-SL-001夏夜靡遗女友身上的蚊子-舒可芯,https://u89ey.cdnedge.live/file/avple-images/hls/62c448bd366b240e3b67be3b/playlist.m3u8
健身,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/7bd55242/index.m3u8
家庭教师-雨晨,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/39cdc1a2/index.m3u8
03,https://10j99.cdnedge.live/file/avple-images/hls/62c44575366b240e3b67be3a/playlist.m3u8
04,https://10j99.cdnedge.live/file/avple-images/hls/62c4444a366b240e3b67be37/playlist.m3u8
05,https://u89ey.cdnedge.live/file/avple-images/hls/62c43a3c366b240e3b67be27/playlist.m3u8
06,https://8bb88.cdnedge.live/file/avple-images/hls/62c44c81366b240e3b67be3c/playlist.m3u8
07,https://e2fa6.cdnedge.live/file/avple-images/hls/62c44485366b240e3b67be38/playlist.m3u8
08,https://je40u.cdnedge.live/file/avple-images/hls/62c43af1366b240e3b67be29/playlist.m3u8
09,https://zo392.cdnedge.live/file/avple-images/hls/62c44398366b240e3b67be36/playlist.m3u8
10,https://10j99.cdnedge.live/file/avple-images/hls/62c44359366b240e3b67be35/playlist.m3u8
11,https://je40u.cdnedge.live/file/avple-images/hls/62c4426c366b240e3b67be34/playlist.m3u8
12,https://q2cyl7.cdnedge.live/file/avple-images/hls/62c44231366b240e3b67be33/playlist.m3u8
13,https://u89ey.cdnedge.live/file/avple-images/hls/62c4413f366b240e3b67be32/playlist.m3u8
14,https://8bb88.cdnedge.live/file/avple-images/hls/62c440c8366b240e3b67be31/playlist.m3u8
15,https://e2fa6.cdnedge.live/file/avple-images/hls/62c4408b366b240e3b67be30/playlist.m3u8
16,https://u89ey.cdnedge.live/file/avple-images/hls/62c168c8b70f0f5e88542c50/playlist.m3u8
17,https://d862cp.cdnedge.live/file/avple-images/hls/62c049e68a72962dc53aa5a2/playlist.m3u8
18,https://q2cyl7.cdnedge.live/file/avple-images/hls/62c047ca8a72962dc53aa5a0/playlist.m3u8
19,https://u89ey.cdnedge.live/file/avple-images/hls/62bee355e8dd79755d817bbb/playlist.m3u8
20,https://8bb88.cdnedge.live/file/avple-images/hls/62bd8968d0fa6a48496bbf61/playlist.m3u8
21,https://d862cp.cdnedge.live/file/avple-images/hls/62bd883dd0fa6a48496bbf5d/playlist.m3u8
22,https://10j99.cdnedge.live/file/avple-images/hls/62bd8879d0fa6a48496bbf5e/playlist.m3u8
23,https://q2cyl7.cdnedge.live/file/avple-images/hls/62bd8710d0fa6a48496bbf5b/playlist.m3u8
24,https://zo392.cdnedge.live/file/avple-images/hls/62bd88f0d0fa6a48496bbf60/playlist.m3u8
25,https://je40u.cdnedge.live/file/avple-images/hls/62bd88b4d0fa6a48496bbf5f/playlist.m3u8
26,https://1xp60.cdnedge.live/file/avple-images/hls/62bd878ad0fa6a48496bbf5c/playlist.m3u8
27,https://d862cp.cdnedge.live/file/avple-images/hls/62bd8531d0fa6a48496bbf5a/playlist.m3u8
28,https://je40u.cdnedge.live/file/avple-images/hls/62bd84f5d0fa6a48496bbf59/playlist.m3u8



【麻豆映画03】_xjvip,#genre#
01,https://1xp60.cdnedge.live/file/avple-images/hls/62bd8531d0fa6a48496bbf5a/playlist.m3u8
02,https://w9n76.cdnedge.live/file/avple-images/hls/62bd84f5d0fa6a48496bbf59/playlist.m3u8
03,https://e2fa6.cdnedge.live/file/avple-images/hls/62bbf60aea3d425e0a93b7ae/playlist.m3u8
04,https://8bb88.cdnedge.live/file/avple-images/hls/62bbf3efea3d425e0a93b7a9/playlist.m3u8
05,https://je40u.cdnedge.live/file/avple-images/hls/62bbf592ea3d425e0a93b7ad/playlist.m3u8
06,https://w9n76.cdnedge.live/file/avple-images/hls/62bbf51aea3d425e0a93b7ab/playlist.m3u8
07,https://zo392.cdnedge.live/file/avple-images/hls/62bbf556ea3d425e0a93b7ac/playlist.m3u8
08,https://1xp60.cdnedge.live/file/avple-images/hls/62bbf4a3ea3d425e0a93b7aa/playlist.m3u8
09,https://10j99.cdnedge.live/file/avple-images/hls/62bbf06cea3d425e0a93b7a5/playlist.m3u8
10,https://10j99.cdnedge.live/file/avple-images/hls/62bbf378ea3d425e0a93b7a8/playlist.m3u8
11,https://zo392.cdnedge.live/file/avple-images/hls/62bbf33aea3d425e0a93b7a7/playlist.m3u8
12,https://je40u.cdnedge.live/file/avple-images/hls/62bbf02fea3d425e0a93b7a4/playlist.m3u8
13,https://10j99.cdnedge.live/file/avple-images/hls/62bbefb8ea3d425e0a93b7a3/playlist.m3u8
14,https://zo392.cdnedge.live/file/avple-images/hls/62bbef7cea3d425e0a93b7a2/playlist.m3u8
15,https://je40u.cdnedge.live/file/avple-images/hls/62bbef03ea3d425e0a93b7a1/playlist.m3u8
16,https://u89ey.cdnedge.live/file/avple-images/hls/62bbed9fea3d425e0a93b79e/playlist.m3u8
17,https://zo392.cdnedge.live/file/avple-images/hls/62bbeec8ea3d425e0a93b7a0/playlist.m3u8
18,https://zo392.cdnedge.live/file/avple-images/hls/62bbee50ea3d425e0a93b79f/playlist.m3u8
19,https://10j99.cdnedge.live/file/avple-images/hls/62bbec72ea3d425e0a93b79c/playlist.m3u8
20,https://d862cp.cdnedge.live/file/avple-images/hls/62bbed25ea3d425e0a93b79d/playlist.m3u8
21,https://e2fa6.cdnedge.live/file/avple-images/hls/62bbeb0aea3d425e0a93b79b/playlist.m3u8
22,https://1xp60.cdnedge.live/file/avple-images/hls/62bbe9dfea3d425e0a93b798/playlist.m3u8
23,https://8bb88.cdnedge.live/file/avple-images/hls/62bbea91ea3d425e0a93b79a/playlist.m3u8
24,https://e2fa6.cdnedge.live/file/avple-images/hls/62bbe92aea3d425e0a93b797/playlist.m3u8
25,https://e2fa6.cdnedge.live/file/avple-images/hls/62bbea1aea3d425e0a93b799/playlist.m3u8
26,https://zo392.cdnedge.live/file/avple-images/hls/62bb2046ea3d425e0a93b796/playlist.m3u8
27,https://zo392.cdnedge.live/file/avple-images/hls/62bb1bd1ea3d425e0a93b795/playlist.m3u8
28,https://10j99.cdnedge.live/file/avple-images/hls/62bb0a7aea3d425e0a93b791/playlist.m3u8
29,https://e2fa6.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b52/playlist.m3u8
30,https://1xp60.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b51/playlist.m3u8
31,https://8bb88.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b50/playlist.m3u8
32,https://10j99.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b4f/playlist.m3u8
33,https://q2cyl7.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b4e/playlist.m3u8
34,https://1xp60.cdnedge.live/file/avple-images/hls/62b9b6b74cd7211d4f02180c/playlist.m3u8
35,https://1xp60.cdnedge.live/file/avple-images/hls/62b64e19fcc60515a0303de6/playlist.m3u8
36,https://1xp60.cdnedge.live/file/avple-images/hls/62b4346cea01b50f6781dc5f/playlist.m3u8
37,https://w9n76.cdnedge.live/file/avple-images/hls/62b433b8ea01b50f6781dc5e/playlist.m3u8
38,https://w9n76.cdnedge.live/file/avple-images/hls/62b4337fea01b50f6781dc5d/playlist.m3u8
39,https://d862cp.cdnedge.live/file/avple-images/hls/62b43341ea01b50f6781dc5c/playlist.m3u8
40,https://d862cp.cdnedge.live/file/avple-images/hls/62b43253ea01b50f6781dc5a/playlist.m3u8
41,https://d862cp.cdnedge.live/file/avple-images/hls/62b43214ea01b50f6781dc59/playlist.m3u8
42,https://d862cp.cdnedge.live/file/avple-images/hls/62b432ccea01b50f6781dc5b/playlist.m3u8
43,https://d862cp.cdnedge.live/file/avple-images/hls/62b431daea01b50f6781dc58/playlist.m3u8
44,https://q2cyl7.cdnedge.live/file/avple-images/hls/62b2dd89eec8264ea0826f31/playlist.m3u8
45,https://w9n76.cdnedge.live/file/avple-images/hls/62b2de3eeec8264ea0826f32/playlist.m3u8
46,https://e2fa6.cdnedge.live/file/avple-images/hls/62b2dd12eec8264ea0826f30/playlist.m3u8
47,https://q2cyl7.cdnedge.live/file/avple-images/hls/62b2dbadeec8264ea0826f2f/playlist.m3u8
48,https://u89ey.cdnedge.live/file/avple-images/hls/62b1b8cceec8264ea0826f2e/playlist.m3u8
49,https://d862cp.cdnedge.live/file/avple-images/hls/62b1b7a2eec8264ea0826f2d/playlist.m3u8
50,https://10j99.cdnedge.live/file/avple-images/hls/62b1b6eceec8264ea0826f2c/playlist.m3u8
51,https://e2fa6.cdnedge.live/file/avple-images/hls/62b1b5feeec8264ea0826f2b/playlist.m3u8
52,https://w9n76.cdnedge.live/file/avple-images/hls/62b1b4d2eec8264ea0826f29/playlist.m3u8
53,https://1xp60.cdnedge.live/file/avple-images/hls/62b1b586eec8264ea0826f2a/playlist.m3u8
54,https://10j99.cdnedge.live/file/avple-images/hls/62b1b45aeec8264ea0826f28/playlist.m3u8



【麻豆映画05】_xjvip,#genre#
01,https://d862cp.cdnedge.live/file/avple-images/hls/62aed121c556631aff1378f2/playlist.m3u8
02,https://8bb88.cdnedge.live/file/avple-images/hls/62aed1d5c556631aff1378f4/playlist.m3u8
03,https://zo392.cdnedge.live/file/avple-images/hls/62aed19cc556631aff1378f3/playlist.m3u8
04,https://8bb88.cdnedge.live/file/avple-images/hls/62aecf05c556631aff1378ef/playlist.m3u8
05,https://d862cp.cdnedge.live/file/avple-images/hls/62aed0a9c556631aff1378f1/playlist.m3u8
06,https://q2cyl7.cdnedge.live/file/avple-images/hls/62aecff5c556631aff1378f0/playlist.m3u8
07,https://1xp60.cdnedge.live/file/avple-images/hls/62aece15c556631aff1378ee/playlist.m3u8
08,https://w9n76.cdnedge.live/file/avple-images/hls/62aeccaec556631aff1378ed/playlist.m3u8
09,https://u89ey.cdnedge.live/file/avple-images/hls/62aecbbdc556631aff1378eb/playlist.m3u8
10,https://8bb88.cdnedge.live/file/avple-images/hls/62aecb0ac556631aff1378ea/playlist.m3u8
11,https://je40u.cdnedge.live/file/avple-images/hls/62ac67c91ea6384bb6ca9f8d/playlist.m3u8
12,https://8bb88.cdnedge.live/file/avple-images/hls/62ac68051ea6384bb6ca9f8e/playlist.m3u8
13,https://d862cp.cdnedge.live/file/avple-images/hls/62ac67541ea6384bb6ca9f8c/playlist.m3u8
14,https://w9n76.cdnedge.live/file/avple-images/hls/62ac66d81ea6384bb6ca9f8b/playlist.m3u8
15,https://8bb88.cdnedge.live/file/avple-images/hls/62ac66641ea6384bb6ca9f8a/playlist.m3u8
16,https://u89ey.cdnedge.live/file/avple-images/hls/62ac65ec1ea6384bb6ca9f89/playlist.m3u8
17,https://10j99.cdnedge.live/file/avple-images/hls/62ac64491ea6384bb6ca9f88/playlist.m3u8
18,https://u89ey.cdnedge.live/file/avple-images/hls/62ac63931ea6384bb6ca9f87/playlist.m3u8
19,https://d862cp.cdnedge.live/file/avple-images/hls/62ac60491ea6384bb6ca9f86/playlist.m3u8
20,https://e2fa6.cdnedge.live/file/avple-images/hls/62aad43121a7da2e6584bc8b/playlist.m3u8
21,https://w9n76.cdnedge.live/file/avple-images/hls/62aad3b921a7da2e6584bc8a/playlist.m3u8
22,https://e2fa6.cdnedge.live/file/avple-images/hls/62aad4a621a7da2e6584bc8c/playlist.m3u8
23,https://w9n76.cdnedge.live/file/avple-images/hls/62aad86721a7da2e6584bc93/playlist.m3u8
24,https://e2fa6.cdnedge.live/file/avple-images/hls/62aad60e21a7da2e6584bc8f/playlist.m3u8
25,https://zo392.cdnedge.live/file/avple-images/hls/62aad51f21a7da2e6584bc8d/playlist.m3u8
26,https://w9n76.cdnedge.live/file/avple-images/hls/62aad21a21a7da2e6584bc89/playlist.m3u8
27,https://8bb88.cdnedge.live/file/avple-images/hls/62aad7b221a7da2e6584bc92/playlist.m3u8
28,https://u89ey.cdnedge.live/file/avple-images/hls/62aad0ac21a7da2e6584bc88/playlist.m3u8
29,https://w9n76.cdnedge.live/file/avple-images/hls/62aad64c21a7da2e6584bc90/playlist.m3u8
30,https://d862cp.cdnedge.live/file/avple-images/hls/62aad03321a7da2e6584bc87/playlist.m3u8
31,https://q2cyl7.cdnedge.live/file/avple-images/hls/62aacf8121a7da2e6584bc86/playlist.m3u8
32,https://d862cp.cdnedge.live/file/avple-images/hls/62aacecb21a7da2e6584bc85/playlist.m3u8
33,https://je40u.cdnedge.live/file/avple-images/hls/62aace5621a7da2e6584bc84/playlist.m3u8
34,https://10j99.cdnedge.live/file/avple-images/hls/62aacddb21a7da2e6584bc83/playlist.m3u8
35,https://d862cp.cdnedge.live/file/avple-images/hls/62aacc3a21a7da2e6584bc81/playlist.m3u8
36,https://je40u.cdnedge.live/file/avple-images/hls/62aaca9721a7da2e6584bc7f/playlist.m3u8
37,https://1xp60.cdnedge.live/file/avple-images/hls/62aacb0c21a7da2e6584bc80/playlist.m3u8
38,https://q2cyl7.cdnedge.live/file/avple-images/hls/62a9bc9d21a7da2e6584bc7e/playlist.m3u8



【麻豆映画06】_xjvip,#genre#
01,https://e2fa6.cdnedge.live/file/avple-images/hls/62a5afee94b044303b9622df/playlist.m3u8
02,https://zo392.cdnedge.live/file/avple-images/hls/62a5aefe94b044303b9622de/playlist.m3u8
03,https://w9n76.cdnedge.live/file/avple-images/hls/62a5b68294b044303b9622e3/playlist.m3u8
04,https://8bb88.cdnedge.live/file/avple-images/hls/62a5b0a294b044303b9622e0/playlist.m3u8
05,https://zo392.cdnedge.live/file/avple-images/hls/62a5b37294b044303b9622e2/playlist.m3u8
06,https://d862cp.cdnedge.live/file/avple-images/hls/62a5ac6b94b044303b9622db/playlist.m3u8
07,https://je40u.cdnedge.live/file/avple-images/hls/62a5b24894b044303b9622e1/playlist.m3u8
08,https://w9n76.cdnedge.live/file/avple-images/hls/62a5ae4a94b044303b9622dd/playlist.m3u8
09,https://je40u.cdnedge.live/file/avple-images/hls/62a5ace294b044303b9622dc/playlist.m3u8
10,https://w9n76.cdnedge.live/file/avple-images/hls/62a5abb794b044303b9622da/playlist.m3u8
11,https://1xp60.cdnedge.live/file/avple-images/hls/62a5a70894b044303b9622d4/playlist.m3u8
12,https://zo392.cdnedge.live/file/avple-images/hls/62a5aa8d94b044303b9622d9/playlist.m3u8
13,https://u89ey.cdnedge.live/file/avple-images/hls/62a5a99d94b044303b9622d8/playlist.m3u8
14,https://q2cyl7.cdnedge.live/file/avple-images/hls/62a5a65594b044303b9622d3/playlist.m3u8
15,https://d862cp.cdnedge.live/file/avple-images/hls/62a5a56594b044303b9622d2/playlist.m3u8
16,https://u89ey.cdnedge.live/file/avple-images/hls/62a5a4ee94b044303b9622d1/playlist.m3u8
17,https://je40u.cdnedge.live/file/avple-images/hls/62a58dbd94b044303b9622d0/playlist.m3u8
18,https://e2fa6.cdnedge.live/file/avple-images/hls/62a58b9e94b044303b9622cf/playlist.m3u8
19,https://u89ey.cdnedge.live/file/avple-images/hls/62a494d494b044303b9622cb/playlist.m3u8
20,https://8bb88.cdnedge.live/file/avple-images/hls/62a497a394b044303b9622ce/playlist.m3u8
21,https://d862cp.cdnedge.live/file/avple-images/hls/62a496f094b044303b9622cd/playlist.m3u8
22,https://u89ey.cdnedge.live/file/avple-images/hls/62a4963b94b044303b9622cc/playlist.m3u8
23,https://w9n76.cdnedge.live/file/avple-images/hls/62a32d8700bfe87ec988ccdc/playlist.m3u8
24,https://10j99.cdnedge.live/file/avple-images/hls/62a2a82856220431fa6b0d8d/playlist.m3u8
25,https://w9n76.cdnedge.live/file/avple-images/hls/62a2b76356220431fa6b0d91/playlist.m3u8
26,https://u89ey.cdnedge.live/file/avple-images/hls/62a2a91856220431fa6b0d8e/playlist.m3u8
27,https://e2fa6.cdnedge.live/file/avple-images/hls/62a2a99256220431fa6b0d8f/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/62a2a64a56220431fa6b0d89/playlist.m3u8
29,https://q2cyl7.cdnedge.live/file/avple-images/hls/62a2a68556220431fa6b0d8a/playlist.m3u8
30,https://u89ey.cdnedge.live/file/avple-images/hls/62a2a77456220431fa6b0d8c/playlist.m3u8
31,https://d862cp.cdnedge.live/file/avple-images/hls/62a2a5d356220431fa6b0d88/playlist.m3u8
32,https://1xp60.cdnedge.live/file/avple-images/hls/62a2a55956220431fa6b0d87/playlist.m3u8
33,https://zo392.cdnedge.live/file/avple-images/hls/62a1cbdf56220431fa6b0d84/playlist.m3u8
34,https://je40u.cdnedge.live/file/avple-images/hls/62a1ca7556220431fa6b0d82/playlist.m3u8
35,https://zo392.cdnedge.live/file/avple-images/hls/62a1cb2956220431fa6b0d83/playlist.m3u8
36,https://je40u.cdnedge.live/file/avple-images/hls/62a1c9bf56220431fa6b0d81/playlist.m3u8
37,https://8bb88.cdnedge.live/file/avple-images/hls/62a1c90c56220431fa6b0d80/playlist.m3u8
38,https://q2cyl7.cdnedge.live/file/avple-images/hls/62a1c7a456220431fa6b0d7e/playlist.m3u8
39,https://e2fa6.cdnedge.live/file/avple-images/hls/62a1c429de0057366eb1159a/playlist.m3u8
40,https://w9n76.cdnedge.live/file/avple-images/hls/629f660879f93b6e0966e237/playlist.m3u8
41,https://q2cyl7.cdnedge.live/file/avple-images/hls/629f652a1b03d86e173f7d3d/playlist.m3u8
